"url","title","date","author","subject","abstract"
"http://cadmus.eui.eu/handle/1814/14510","Nationalism and the International Order: Re-interpreting the politics of Banal Croatia, 1908-1918","2010","VELIZ, Fernando","Nationalism -- Croatia -- History -- 20th century; Croatia -- History -- 1800-1918; Croatia -- History -- 1918-1945","The subject of this thesis is the fundamental alteration of state allegiance, political claims and their respective legitimating arguments by political elites in Banal Croatia during the last ten years of the Habsburg Monarchy. The thesis has sought to make a contribution to the study of nationalism by conceptualising nationalist claims as an event that occurs within a specific temporal and geographical framework rather than as essential propositions derived from a static nationalist ideology. The analytical approach suggested by the thesis attempts to move beyond the main paradigmatic debates of the literature of nationalism studies by conducting a theoretically informed historical analysis that seeks to contextualise local events within the wider framework of the international order. The argument has been developed by following a chronological narrative that incorporates a comparative analysis of the main political parties and actors in the Croatian parliament between 1908 and 1918. The gradual erosion of allegiance to the Monarchy was a long and protracted process that saw the gradual abandonment of the concept of Croatian state right for the principle of ethno-national self-determination. But the main objectives of all variants of Croatian nationalism remained the reform of the constitutional arrangements in Austria-Hungary until almost the very end of its existence. It was only with the realisation that the Monarchy would cease to exist that the decision to accept unification with Serbia became an acceptable option. By showing how contingency and external events shape the preferences, claims and arguments of local elites, the argument hopes to highlight the need to focus on case studies that include the international dimension as an integral component of the field of nationalism studies. From a historiographical point of view, the emphasis on the lack of inevitability of outcomes hopes that this analysis will sit uncomfortably with the grand narratives that have emerged about the creation of the first Yugoslavia, be it those who see as inevitable and those who see it as inherently bound to fail from the outset."
"http://cadmus.eui.eu/handle/1814/26444","Nationality, Citizenship and Ethno-cultural Membership: Preferential admission policies of EU Countries","2012","DUMBRAVA, Costica","Citizenship -- European Union countries; European Union countries -- Boundaries; Freedom of movement -- European Union countries","In this thesis, I analyse justifications for preferential admission to citizenship based upon ethno-cultural grounds. My point of departure is the puzzling observation that, in matters of membership, states not only differentiate between citizens and foreigners, but also between different categories of foreigners, as well as between different categories of citizens. In the first part of this work, I explore possible justifications for boundaries of membership. I look into arguments of justice, nationalism, liberalism and democracy in order to identify principles for demarcating boundaries and for assessing various claims of inclusion/exclusion. In the second part, I address more specific questions related to the regulation of admission to citizenship. For this purpose, I examine a set of concrete rules of citizenship presently enforced by 27 EU countries. My proposal is to overcome the boundary problem by shifting the focus from the constitution of the boundary towards policies of boundary making. I affirm the principle of general openness of membership that is intended to provide normative corrections to the actual structure of boundaries. Against the common view that perceives citizenship as a fruit that is soft on the inside and hard on the outside, I argue that citizenship should be seen as soft on the inside and even softer on the outside. In order to respond to different claims of admission, I suggest breaking up the unitary concept of citizenship and distinguishing between legal, political, and identity memberships. This proposal is not meant to weaken or devaluate citizenship, but to reaffirm its essentially political value. By rejecting ideas of automatic and inherited citizenship and by insisting upon democratic recognition and commitment to political membership, I aim at recasting admission to citizenship as a transformative process through which individuals not merely receive membership but become members in a political community."
"http://cadmus.eui.eu/handle/1814/10474","NATO Enlargement and Security of Central Europe: A declining security community","2007","OSICA, Olaf","National security -- Europe, Central; Europe, Central -- Politics and government; North Atlantic Treaty Organization -- Europe, Central","The central argument of the study is that the NATO enlargement of 1999 failed to meet its strategic purpose. First, it has not removed the &lsquo;eastern security dilemma&rsquo; which underpinned Polish, Czech and Hungarian quest for NATO membership. Second, it did not strengthen NATO political cohesion and military effectiveness. To support the argument the study mobilizes the concept of the &lsquo;security community&rsquo; developed by Karl Deutsch in 'Political community and North Atlantic Area'. On the account of Deutsch&rsquo;s concept the study approaches NATO as a security community. It sees therefore the NATO expansion through the prism of extending three features which characterize a security community: the meaning and nature of &lsquo;trust&rsquo;; &lsquo;security&rsquo;, and community&rsquo;s capabilities (i.e. its &lsquo;power&rsquo; and &lsquo;responsiveness&rsquo;). Because of the nature of these constructs, enlargement policy should not been seen as a one way process where candidates simply adjust to NATO practices and implement alliance&rsquo;s rules and norms, but as a process of mutual learning and socialisation. For that reason NATO enlargement was a process of rebuilding the community; it challenged the community identity, its security concept, relationships among members, and also community capabilities; &lsquo;power&rsquo; and &lsquo;responsiveness&rsquo;. Against this preposition, the study claims that the policy of NATO enlargement created a strategic ambiguity. First, a &lsquo;trusting-relation&rsquo; developed only between candidates and community core of strength, that is the US. Second, rather than forge a new &lsquo;concept of security&rsquo; the enlarged NATO accommodated competing visions of the alliance security. Third, new members failed to meet enlargement criteria pertaining to NATO capabilities due to the institutional and economic ineffectiveness and flaws in the NATO conditionality policy. As a result of it, NATO enlargement sharpened and multiplied alliance&rsquo;s problems, weakened its political cohesion, and thus confronted the new members with politically and militarily challenges they were not prepared for. All this seems to contribute to NATO identity crisis and a growing feeling of insecurity among Central European NATO members."
"http://cadmus.eui.eu/handle/1814/5372","Natura e artificio nel pensiero filosofico e politico di Thomas Hobbes","1987","ROSSINI, Gigliola","Hobbes, Thomas, 1588-1679 -- Criticism and interpretation",NA
"http://cadmus.eui.eu/handle/1814/32125","Nature and nation in harmony : the ecological component of far right ideology","2014","VOSS, Kristian","Right-wing extremists -- Europe, Western; Political parties -- Europe, Western; Environmental protection -- Political aspects -- Europe, Western","The protection of nature constitutes a core component of the ideology of contemporary far right political parties in Western Europe. Through a cross-national comparative study utilizing mixed methods, this research finds that the far right promotes policies aimed at protecting nature based on the connection of organic nationalism and political ecology, challenging perceptions in academia and society that the protection of nature is a leftwing issue or the domain of left-wing parties, and that far right positions regarding ecological issues are incompatible, oppositional, hostile, indifferent, and/or incoherent. Organic nationalist connections with the protection of nature, present at least from Romanticism to National Socialism, provide a theoretical framework to explain the position of contemporary far right parties, including the integration of elements of a critique of Judeo-Christian and Enlightenment ideas and subsequent modern developments perceived as breaking the cherished harmony between man and nature. Influenced by elements of this ecological worldview of organic nationalists of anti-anthropocentrism, organicism, and the sanctity and supremacy of nature, contemporary far right parties promote many ecological goals. A quantitative analysis of manifesto, media, and expert survey data and qualitative analysis of party documents indicate that nature protection for the far right is salient, fundamental, and comprehensive, particularly permeating a number of policy areas, including agriculture, animals, conservation, economics, energy, fish, immigration, individualism, international relations, science and technology, spatial planning, traditional culture, transportation, and waste management, and many associated sub-issues. Furthermore, a case study on Austria reveals that nature protection also remains an important priority for far right activity in a legislature. Overall, far right parties located further right on the political spectrum, or more organic nationalist, are more supportive of the protection of nature and adhere to a more ecological perspective."
"http://cadmus.eui.eu/handle/1814/5153","The nature of the trickster's game : an interpretive understanding of Communism","2000","HORVATH, Agnes","Swindlers and swindling",NA
"http://cadmus.eui.eu/handle/1814/33552","Negotiating bilateral trade agreements in the European Union : Commission autonomy and Member State control","2014","GASTINGER, Markus",NA,"Which issues does the Commission focus on in the negotiation of bilateral trade agreements? How (to what extent) autonomous is the Commission, which sources and causal mechanisms bring this autonomy to bear, and have these sources changed over time? Which is the most effective mechanism of control available to member states in the Council to rein in the Commission? These are the three interrelated questions addressed by this study. Concerning the first question, I find that the Commission focuses on inte-gration issues. These are primarily found in the joint bodies established by the underly-ing agreements as well as the number of substantive issues mentioned therein. On ques-tion number two, I find that the Commission distinctly shapes BTAs slightly over 50 per-cent of the time. The primary source of Commission autonomy in the 1970s and 1980s was asymmetric information, i.e. the Commission having greater knowledge about all contingencies in the negotiations than the member states. More recently, Commission autonomy is better captured by its agenda-setting power, here defined as its ability to put before the Council an agreement that member states can vote only either up-or-down. With regard to question three I find that, initially, member states&rsquo; credible threat of non-ratification provided the most effective backstop to the Commission running lose. Over time, member states have stepped up monitoring mechanisms to take control of negotiations earlier, making direct oversight the most important tool for Council control. I examine and expound this argument by adopting a Principal-Agent (PA) perspective and process-tracing methodology against the backdrop of six in-depth case studies se-lected in accordance with objective and replicable criteria, of which five are retained for the final analysis. In conclusion, I join the camp of scholars making the case for a significant independent causal influence of the Commission on European public policy out-comes."
"http://cadmus.eui.eu/handle/1814/5405","Negotiation as transformation : tracing the failure of the multilateral agreement on investment (MAI) agency and change in international negotiations","2002","TIELEMAN, Katia","Arbitration, International; Multilateral Agreement on Investment",NA
"http://cadmus.eui.eu/handle/1814/13294","Network politics in transatlantic homeland security cooperation: A European dimension","2009","PAWLAK, Patryk","Europe -- Foreign relations -- United States; United States -- Foreign relations -- Europe; National security -- International cooperation; Security, International","The &lsquo;National Vision&rsquo; of the Bush Administration with regard to homeland security aimed to &lsquo;prevent the entry of terrorists and the instruments of terror while facilitating the legal flow of people, goods, and services&rsquo;. The unilateral approach taken by the United States and the extraterritorial character of its homeland security measures have resulted in severe conflicts at the transatlantic level. What is puzzling is that despite the societal, political and legal divergences, the EU-US cooperation on homeland security did not slow down, but to the contrary managed to avoid deadlocks and became even more dynamic. The major objective of this research is therefore to understand how to avoid deadlocks in the process of policy-making even despite diverging approaches, ideas, etc. This thesis is an exploratory study of the EU-US homeland security cooperation, with a particular focus on the negotiations of the Passenger Name Records Agreements. The answer offered in this research is twofold. I argue that the shift towards networks and new forms of governance which they stimulate (i.e. soft law instruments) were the reasons why potential deadlocks in transatlantic policy-making were avoided. The basic assumption I make in this research is that the existence of conflict and cooperation in transatlantic homeland security cannot be explained without abandoning the realist assumption that states are unitary actors and the only ones capable of making decisions. Furthermore, I argue that the shift towards networks and the processes within networks were not apolitical. This provides some insights into the instances of conflicts. Following Deborah Stone, the process of policy making in this research is understood as &lsquo;a struggle over ideas&rsquo;. I argue that in case of transatlantic homeland security this struggle took place within networks which are political bodies in the sense that decisions about their functioning and evolution are politically motivated and impact the overall relationship. Therefore, I introduce the concept of &lsquo;network politics&rsquo; with reference to the process whereby members of a network attempt to impact the policy process and outcomes through promoting their own ideas. It is through the prism of the network politics that both deadlocks and enhanced decision making capacities can be better understood. In my exploration of transatlantic governance and network politics I focus on three elements: membership, centrality of actors and the role of bureaucrats."
"http://cadmus.eui.eu/handle/1814/33511","Networks, committees or agencies? : coordination and expertise in the implementation of EU regulatory policies","2014","MATHIEU, Emmanuelle","Administrative agencies -- European Union countries; Independent regulatory commissions -- European Union countries; European Union -- Politics and government","In order to fill the 'EU regulatory gap' caused by the mismatch between the single market programme and the lack of EU regulatory capacity, a number of EU regulatory agents were created. Committees, networks and EU agencies mushroomed in order to fulfill different regulatory functions. The thesis aims at explaining the variation of these delegation patterns between sectors and over time. Combining an innovative and refined functional-institutionalist approach and power-distributional factors, the thesis first argues that the distribution of implementing competences has a crucial effect on the delegation pattern. While nationally based implementation would explain the establishment of EU regulatory networks, expert committees would be found where most implementing competences are in the hands of the Commission. Second, the gradual reinforcement of networks and committees up to their possible transformation into EU agencies is addressed by a dynamic relationship between functional and distributional forces unfolding over time through feedback loops. Keen on keeping their power, policy-makers set up weak agents before expanding their power at a later stage after realizing they lacked the means to achieve the policy objectives assigned to them. The empirical analysis, based on three case studies (the regulation of food safety, electricity and telecommunications) confirms and completes the conjectures by pointing at additional factors such as the presence of independent regulatory agencies at the national level, the technicality of the sector and sociological pressure. In addition to providing a wealth of new insights on regulatory delegation in the EU, the thesis offers a sophisticated adaptation of the principal-agent framework in multiple principals configurations and makes a strong case for refining the conceptualization of functional pressure and colouring the study of institutional choice, otherwise dominated by distributional and institutional factors, with a revamped functional approach."
"http://cadmus.eui.eu/handle/1814/10468","Neue Autonomie-Bewegung und Regionalisierung in Spanien : der Fall Andalusien","1983","LIEBERT, Ulrike","Decentralization in government -- Spain -- Andalusia",NA
"http://cadmus.eui.eu/handle/1814/5305","The new age movement : genesis of a high volume, low impact identity","2000","KOENIG, Thomas","New Age movement -- Sociological aspects",NA
"http://cadmus.eui.eu/handle/1814/5158","New politics in trade unions : an organisation theoretical analysis of the debate on nuclear energy in Swedish and German trade unions","1991","JAHN, Detlef","Labor unions -- Sweden -- Political activity; Labor unions -- Germany -- Political activity; Nuclear energy -- Political aspects -- Sweden; Nuclear energy -- Political aspects -- Germany; Antinuclear movement -- Sweden; Antinuclear movement -- Germany",NA
"http://cadmus.eui.eu/handle/1814/6944","The New Politics of Autonomy. Territorial Strategies and the uses of European Integration by Political Parties in Scotland, Bavaria and Sardinia 1979-2005","2007","HEPBURN, Eve","Political parties -- European Union countries; Regionalism -- European Union countries","European integration has upset many assumptions regarding the distribution of power, functions and authority across and within states. Scholars have bewailed or rejoiced the &lsquo;emptying&rsquo; of the state &ndash; the erosion of its competences by supranational integration and decentralisation. However, there are few examinations of how substate actors have responded to state and European structural change, and none that have analysed how substate political parties have sought to enhance regional powers and influence during a period in which state boundaries have become permeable. This research fills this lacuna by exploring how substate parties in Scotland, Bavaria and Sardinia have pursued territorial strategies to secure autonomy and capacity in Europe since 1979. The choice of comparing dissimilar regions enables us to explore the uneven effects of European integration in different places, and to examine why some parties have used Europe to advance their territorial projects whilst others have not. Territorial strategies &ndash; which include demands for constitutional recognition as well as policy capacity &ndash; differ across territories and party systems, owing to a variety of local and statewide factors. They also change over time in response to perceived opportunities for action in Europe. For instance, from 1988-95 the possibilities of a Europe of the Regions led to a convergence of territorial demands, causing nationalist parties to moderate claims to independence and pro-centralist parties to support greater substate autonomy. However, the closing of opportunities for regions from the late 1990s caused some parties to revert back to previous &ndash; or more Eurosceptical &ndash; positions, or to trade-off autonomy for more access to the state. This indicates that substate party support for European integration is often tactical, whilst pressures for autonomy are motivated by the perception of policy benefits to be obtained, with or without Europe."
"http://cadmus.eui.eu/handle/1814/15397","The new spirit of technocracy? Ordering practice in United Nations Peacebuilding","2010","B&Uuml;GER, Christian","Technocracy; Peace-building -- International cooperation -- History -- 21st century; United Nations -- Peacekeeping forces","Whether global order is drifting towards democratic or technocratic modes of governing is a contested issue. This thesis takes up the challenge of investigating how trends towards global democratization or technocratization play out in the field of United Nations peacebuilding. To do so the thesis argues that democratic optimism and technocratic pessimism should not be evaluated as competing paradigms, but as panoramas whose interplay needs to be investigated in empirical research. A pragmatist standpoint, conceptualized as 'critical optimism' is taken and a framework drawing on sociological theories of practice developed. To scrutinize democratizing and technocratizing tendencies the study of everyday ordering practices in different organizational sites is proposed. In adopting an interpretative research strategy three sites are scrutinized empirically: The United Nations Peacebuilding Commission, the United Nations Peacekeeping Best Practice Section and the Afghanistan Compact and its Joint Coordination and Monitoring Board. The interplay of different political practices at these sites is reconstructed. The discussion reveals the importance of democratic and technocratic ideas, yet demonstrates that no clear-cut tendency towards one mode can be observed. Instead, different practices work in parallel, sometimes support each other and sometimes conflict with each other. Taken together, the importance of scrutinizing the difficile interplay of practices is highlighted and the significance of taking pluralist standpoints in studying the social life of world politics is demonstrated. The thesis makes three core contributions to the literature. Firstly, the thesis is one of the first attempts at seeking a dialogue between critical and liberal theories of global governing, otherwise often seen as competitors. Secondly, through its development of theory it makes a contribution to the debate on how sociological frameworks drawing on theories of practice can be used to study the international. Thirdly, its empirical results contribute to the research agenda on how peacebuilding is organized in practice."
"http://cadmus.eui.eu/handle/1814/5281","NGOs in the UN System : a study of institutionalised relations between societal actors and the United Nations","2003","MARTENS, Kerstin","United Nations; Non-governmental organizations","NGOs and the United Nations reveals how NGOs have changed their interaction with the UN since the mid-1990s. It also looks at how their representation to the UN, their consultative status and their characteristic features influence their relationship with the UN. The case studies include some of the most renowned players on the international scene, such as Amnesty International, Human Rights Watch, CARE International and Oxfam International."
"http://cadmus.eui.eu/handle/1814/32126","No security without development : no development without security : European donors and fragile states in Africa","2014","BESANCENOT, Sophie","Security, International -- Africa; Africa -- Foreign economic relations -- European Union countries; European Union countries -- Foreign economic relations -- Africa; Economic assistance, European -- Developing countries","In recent years, international donors have steadily increased their focus on fragile states, defined by the Organisation for Economic Cooperation and Development (OECD) as &ldquo;those failing to provide basic services to poor people because they are unwilling or unable to do so&rdquo;. An indication of this shift is the nature of the policies promoted by the Development Assistance Committee (DAC) of the OECD, which encourages bilateral donors that work with fragile states to adopt a whole-of-government approach, i.e. to develop cross-departmental cooperation between defence, diplomacy and development administrations. The question as to why some bilateral donors implement such integrated approaches to confront challenges in fragile states, while others only do so marginally or not at all still remains. Neither the existing literatures on security or development cultures nor the current securitization theories are able to explain the different levels and patterns of implementation of these specific OECD/DAC recommendations. In this thesis, I use the concept of &ldquo;the organization of hypocrisy&rdquo; to understand the complex relationship, and often the discrepancy, that exists between &ldquo;talk&rdquo; and &ldquo;action&rdquo; in the policy attempts to link security and development. Donor organizations are routinely confronted with the security and development demands of various actors. They need to act to produce results, and include such activities as contributing to UN peacekeeping missions to increase the country in question&rsquo;s chances for development, or deciding who should be the beneficiaries of aid without fostering conflict. Producing these desired outcomes is not always possible however. Consequently, donor organizations &ldquo;talk&rdquo; about coherence, but are unable to &ldquo;act&rdquo; coherently and therefore to adapt their strategies and their policies. I compare France, Germany, the UK and the EU as donors &ndash; in particular in their roles in North and South Sudan, but also in selected West African countries &ndash; in an attempt to understand which factors favour a higher level of &ldquo;action&rdquo; with regard to the security-development nexus. I argue that bureaucracies cannot be studied in isolation from their complex and often inconsistent environment. The ability of the diplomacy, defence and development sectors to integrate their administrations and policies depends on the consistency of their environment and on their institutional ability to collectively find an acceptable convention that is capable of balancing development, diplomacy and defence norms. Protecting the normative aims of development policy is the key to achieving a higher level of integration in some OECD/DAC donor countries as well as to cultivating the formation of synergies between security and development policies."
"http://cadmus.eui.eu/handle/1814/5393","Notions of justice and fairness in international relations","2002","STEFFEK, Jens","International relations; Justice; Fairness",NA
"http://cadmus.eui.eu/handle/1814/32127","Once bitten, twice shy : financial crises, policy learning and mortgage markets in advanced capitalist economies","2014","BAYRAM, Ismail Emre","Financial crises -- Government policy -- Europe; Global Financial Crisis, 2008-2009; Mortgage loans -- Government policy -- Europe","Do nations learn from their financial crises? In addressing this question, this dissertation explores whether politicians, supervisors and bankers change their preferences towards financial markets when they recognize they have made significant mistakes in the recent past. It also asks whether such recognition of failure leads to a process of change in rules, policies and institutions, in different national contexts. In addressing this broader theoretical question, the dissertation focuses on the mortgage credit markets in advanced capitalist economies. Challenging the conventional approaches in political science and financial economics, it shows that the longitudinal and cross-sectional variations in mortgage credit markets can best be explained with reference to nations' different experiences of financial crisis. Borrowing insights from learning theory in political economy and public policy analysis, it argues specifically that those nations (i) that had severe financial crises in their recent past and (ii) that have coordinative institutions and elites, are more likely to draw lessons from their mistakes, and to change their policies, in order to avoid similar asset bubbles and financial crises in the future. This dissertation adopts a multi-method approach in examining the role of learning in the evolution of mortgage credit markets. A significant part traces the history of mortgage credit and financial crises in three countries, from a comparative perspective. Stressing a comparison between two institutionally similar countries, Sweden and Denmark, the dissertation shows how differences in the severity of crises may yield opposite outcomes in elite perceptions toward financial stability, and how they explain the differences in policy and market outcomes. On the other hand, comparing Sweden to Britain -two countries with similar crisis history but with different institutions- it stresses the positive role of coordinative institutions and coherent elites in translating the crisis experience into actual policy and institutional change. In addition to the comparative-historical analysis, the econometric parts of dissertation show that the inferences drawn from three cases can be generalized to a sample of 19 OECD countries. The results indicate that the countries with a negative experience of financial crisis in the early 1990s are more likely to have smaller mortgage markets in comparison to other countries, and that this effect is stronger in countries with coordinative economic and policy institutions."
"http://cadmus.eui.eu/handle/1814/5188","The one, the two and the many: Autonomous, self-interested and interacting individuals in images of social order within contemporary social thought","1998","DE ANDRADE LESSA, Celia","Social control",NA
"http://cadmus.eui.eu/handle/1814/34401","Online communication spheres in social movements campaigns : the Italian referendum on water","2014","CERNISON, Matteo",NA,"In 2011, a vast coalition of social movement actors coordinated one of the largest and most successful political campaign that characterized recent Italian history, organizing and winning a referendum that blocked a serious attempt to privatize the entire water distribution network. In a year characterized by intense mobilizations throughout the world &ndash; with the Occupy, the 15-M and the so called Arab Spring protests dominating the scene &ndash; the main Italian organizations and networks coalesced, with the external support of some small declining or newly formed parties, and gradually captured an increasing attention in society. The main environment of action of the Referendum supporters slowly passed from the Italian streets, assemblies, and squares, to the websites of the organizations, and &ndash; during the very last phase of the campaign &ndash; to Facebook, finally conquering at least in part the very closed space of the Italian mass media. On Facebook, in particular, the politically oriented communication of the referendum supporters proved to be very pervasive: the words referendum and quorum were the most present in the statuses of the Italian users of this platform for the entire 2011. The dissertation explores in detail this successful campaign, focusing on how the activists elaborated new strategies of online communication and on the processes of adaptation that the emergence of the Social Media in the Italian political environment promoted in this social movement milieu. Adopting a very wide set of methodologies, which includes Digital Ethnography, Social Network Analysis, interviews and data collection through computer programming in Python, the author explores different aspects of the mobilization that are particularly relevant for the broader discussion on online activism and campaigning. In particular, he traces the network of websites that supported the campaign, he observes the online communication practices of the activists on the web and Facebook, he describes the link that connects online and off-line activism during this large-scale campaign, and he connects the different ways of perceiving the social media environment with divergent uses of these platforms."
"http://cadmus.eui.eu/handle/1814/29630","Open parliaments : technological enactment in state legislatures","2013","PEIXOTO, Tiago Carneiro","Electronic government information -- Brazil; Internet in public administration -- Brazil; Electronic government information -- Spain; Internet in public administration -- Spain; Electronic government information -- United States; Internet in public administration -- United States","This thesis starts with a simple research question, asking why parliaments that share the same level of functions and competencies produce different results in terms of the level of development of their websites. The research is divided into three stages: comparative website analysis, quantitative analysis and case studies. Looking at 93 state Legislatures in Brazil, Spain and the United States, each of the stages of the research presents findings that contribute to the literature on e-democracy and open government. The comparative website analysis shows a varying degree of development amongst state Legislature websites. This heterogeneous level of development is contrasted with a common denominator amongst most websites: while the majority of efforts are towards the provision of Legislative information, the prospects for participation and deliberation are extremely limited. Standing out against these rather predictable results, findings also suggest that certain institutional traits such as electoral systems may influence the design of websites in terms of both their content and features. The quantitative analyses single out a number of factors that influence the differences in levels of development of Legislative websites. First of all, contrary to what has been suggested by a portion of the e-democracy literature, neither resources nor partisanship seem to matter for the development of Legislative websites. Conversely, the quantitative findings suggest that matters of institutional design (e.g. parliaments&rsquo; autonomy) and demand (e.g. Internet access, population) may play a significant role in the performance of Parliamentary websites. The case studies - the core of this research - follow an institutional approach to the process of ICT usage within public organizations, through a detailed analysis of the inner workings of three different Legislatures in Brazil (Rio Grande do Sul, Minas Gerais and Rio Grande do Norte). This analysis evinces the role played by factors largely ignored by the majority of the e-democracy research until now. It shows how the different institutional arrangements ultimately shape the very configuration of websites, impacting each of them in terms of their features and contents. By reversing this interpretation, we surmise, the configuration of Legislative websites per se may provide external observers with information regarding institutional arrangements and policy-innovation cycles and processes within a Legislature. iv Finally, the comparative perspective taken sheds light on the role played by civil servants in the technological enactment process within Legislatures. All other things being equal, it is the relationships among civil servants and MPs, and the relationships between the two groups - mediated by institutional arrangements - that will ultimately affect the level of development of parliamentary websites."
"http://cadmus.eui.eu/handle/1814/5266","Opening up Hungary to the world market : external constraints and opportunities 1982-1992","1993","LORENTZEN, Jochen","Industrial policy -- Hungary; Investments, Foreign -- Hungary; Hungary -- Foreign economic relations; Hungary -- Economic policy -- 1989-; Hungary -- Economic policy -- 1968-1989",NA
"http://cadmus.eui.eu/handle/1814/5175","Organised labour :an actor of euro-democratisation, euro-technocracy or re-nationalisation? : trade-union strategies concerning the European integration process","2004","ERNE, Roland","Democracy -- European Union countries; Political participation -- European Union countries; Labor unions -- European Union countries",NA
"http://cadmus.eui.eu/handle/1814/5289","Organising for victory ... and defeat? : the organisational strategy of the Spanish workers' socialist party (1975-1996)","1998","MENDEZ LAGO, Monica","P.S.O.E. (Political party); Partit Socialista de Catalunya; Political parties -- Spain -- History -- 20th century","Este libro estudia el desarrollo organizativo del Partido Socialista Obrero Espa&ntilde;ol durante el per&iacute;odo comprendido entre la reconstrucci&oacute;n de su organizaci&oacute;n en las postrimer&iacute;as del franquismo y su derrota en las elecciones de marzo de 1996.Utilizando un marco anal&iacute;tico centrado en el concepto de estrategia organizativa y los factores que influyen en sus caracter&iacute;sticas, la investigaci&oacute;n emp&iacute;rica aborda tres cuestiones: ""la pol&iacute;tica de afiliaci&oacute;n"" del PSOE, sus v&iacute;nculos con otras organizaciones, fundamentalmente con la UGT, y la comunicaci&oacute;n directa con el electorado, prestando una especial atenci&oacute;n a las campa&ntilde;as electorales. Los tres son aspectos fundamentales de las estrategias organizativas, y la opci&oacute;n de desarrollar en mayor medida uno u otro depende de m&uacute;ltiples condicionantes -internos y externos a los partidos- que se analizan en el libro. A partir del estudio del caso del PSOE, y mediante la utilizaci&oacute;n de conceptos, teor&iacute;as y modelos propios de la literatura comparada sobre el tema, este libro pretende contribuir al conjunto de investigaciones recientes que reflejan el renovado inter&eacute;s de la Ciencia Pol&iacute;tica en analizar los rasgos organizativos de los partidos, las repercusiones de &eacute;stos en el rendimiento y funcionamiento de los propios partidos, y en diferentes aspectos de los sistemas pol&iacute;ticos a los que pertenecen."
"http://cadmus.eui.eu/handle/1814/37644","Organising the South American space : regionalism in times of transnationalisation","2015","PALESTINI C&Eacute;SPEDES, Stefano","Regionalism -- South America; South America -- Economic integration; Uni&oacute;n de Naciones Suramericanas","What makes governments decide to engage in cooperation with their neighbours to deliver regional public goods? Under which conditions do they decide to keep this cooperation informal, and when do they instead prefer to formalise it through an international treaty? Why do government seem to be more capable to produce regional public goods in some policy-areas than in others? The present research addresses these questions by analysing the contemporary South American-wide regionalism from 2000 to 2014, the period in which the Initiative for the Integration of Regional Infrastructure in South America (IIRSA) was created and later formalised into the Union of South American Nations (UNASUR). First, the analysis of the intergovernmental negotiations shows that an informal institution such as IIRSA better accommodated the preferences of governments that were searching for and experimenting with a collective response to an external challenge, whereas a formal institution such as UNASUR better accommodated the preferences of governments that wanted to avoid the emergence of competitive regional projects and the defection of some states. Second, the thesis examines the interactions between governments and transnational actors and shows that regional public goods are more likely to be produced in policy-areas in which governments were able to broker non-state transnational actors to implement basic intergovernmental consensus. In answering these questions, the thesis offers an empirically informed assessment of contemporary South American regionalism without following either the over-optimistic or over-pessimistic viewpoints that dominate the current academic debate."
"http://cadmus.eui.eu/handle/1814/5425","Organizational change in business associations of the dairy industry : lessons from PIGs for COWs and beyond","2005","WAGEMANN, Claudius","Trade associations; Dairy products industry",NA
"http://cadmus.eui.eu/handle/1814/5249","Organizzazioni politiche clandestine : Il terrorismo di sinistra in Italia durante gli anni Settanta","1987","DELLA PORTA, Donatella","Terrorism -- Italy; Right and left (Political science) -- Italy; Radicalism -- Italy",NA
"http://cadmus.eui.eu/handle/1814/5221","Orientations towards motherhood and childlessness, and social pressures to conform","1991","CONDY, Ann","Conformity; Motherhood -- Social aspects; Childlessness","The research explores women&rsquo;s attitudes towards and motivation to remain childless or childfree. In the mid 1980s, most research including much feminist literature assumed that all women desired children. And yet there was a growing paradox in the UK: British culture and society was largely &lsquo;pronatalist&rsquo; and, while some &lsquo;antinatalist&rsquo; rhetoric was present, it was directed at lower income groups. Yet it was among middle income women that parenthood was being delayed to the point where some demographers acknowledged that it could result in permanent childlessness. The literature review included the biological, sociological, gender studies, and psychological literature (largely American or Canadian; few relevant British studies were found); pronatalist and antinatalist ideologies; and demographic trends. The empirical research focused on women teachers in the UK. A collaboration was developed with the Inner London Teachers&rsquo; Association, which was willing to provide access to their list of teachers and fund a questionnaire survey, due to its interest in learning about early infertility.  The research included a questionnaire on attitudes to childlessness administered to 1,000 London based teachers, followed up by 19 in-depth interviews."
